position_id,symbol,settled_net_pnl_usdt,gross_price_pnl_usdt,exit_reason,observed_sampled_bid_mfe_pct,final_native_trigger_pct,fast_weak_10s,confirmed,supported_hypothesis,unknown,refuted,assessment
d01e99e1-3f2d-4039-94c6-e66d0e65d19b,VETUSDT,-2.71305195,-2.594494,V17_MOMENTUM_STALE,0.170102,,,V17_MOMENTUM_STALE 사유로 원장상 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
9a9d9dba-db9f-4f1b-9936-1e0c58c0360e,AKEUSDT,-0.23415904,-0.114218,V17_MOMENTUM_STALE,0.731201,,,V17_MOMENTUM_STALE 사유로 원장상 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
8728055d-3228-4b99-b745-89195af1501a,USELESSUSDT,2.8955106,3.01739,V17_TRAILING_STOP,4.345043,,,R5 trailing 단계가 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
e3d9d506-4c5e-443b-b935-ee347c4fcc43,VVVUSDT,8.96149356,9.08632,V17_TRAILING_STOP,9.910139,,,R5 trailing 단계가 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
293822f2-1668-4387-b6c3-ddcb9b98c1ef,VVVUSDT,-3.81801872,-3.69974,V17_HARD_STOP,0.43878,,,V17 하드스톱이 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
485b7a98-8010-4154-8f90-f45368f60a66,DOGSUSDT,-0.29173809,-0.17186117,V17_TRAILING_STOP,3.032326,,,R5 trailing 단계가 실제 청산을 발생시킴,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
807850cb-a1b9-4110-b7ac-b6d3b0a7a2b6,PONSUSDT,3.58934621,3.7114,V17_TRAILING_STOP,5.252995,,,R5 trailing 단계가 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
bbb92780-9700-4a87-891d-2ac27cade9db,BRUSDT,-0.37458936,-0.25445,V17_MOMENTUM_STALE,0,,,V17_MOMENTUM_STALE 사유로 원장상 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
62dba0dc-51dd-4e9a-9c92-220088e7991a,GPSUSDT,1.0702746,1.190889,V17_TRAILING_STOP,2.518431,,,R5 trailing 단계가 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
c19553f5-1f29-496e-aee8-c97043135ea0,DOGSUSDT,-6.26446426,-6.1475171,V17_HARD_STOP,0,,,V17 하드스톱이 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
146a8384-0752-4b42-9d83-239d70b0c4e2,DOTUSDT,-3.31392147,-3.19538,V17_HARD_STOP,0.242053,,,V17 하드스톱이 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
512d82bc-43c0-4ad4-9aa1-a1f588e15220,RAYSOLUSDT,-3.14142761,-3.02274,V17_HARD_STOP,0,,,V17 하드스톱이 실제 청산을 발생시킴,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
af68ee80-47cf-4bcb-9b5f-a14703ee2acf,EGLDUSDT,1.5275024,1.6488,V17_NATIVE_STOP,2.948374,1.490124,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
43c22eef-0f0a-4c63-94f4-7101bbdb1c07,FORMUSDT,-0.01003745,0.1101,V17_NATIVE_STOP,2.047677,1.03912,,거래소 native stop 체결로 실제 청산됨 | 가격 총손익은 양수였으나 비용 포함 정산손익은 음수,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
a3f63fca-805b-456d-a4b3-dbbb044c2c54,BRUSDT,-1.15075456,-1.031,V17_NATIVE_STOP,0.404157,-2.497113,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
1675ae6d-b65c-4107-b229-f75916449bca,PIEVERSEUSDT,0.08713385,0.1985,V17_NATIVE_STOP,1.099159,0.204014,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
12fbf516-7e14-442d-b970-d8a4b09b23be,ETCUSDT,-1.07323829,-0.95353,V17_NATIVE_STOP,0.771036,-2.491899,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
256aa417-03a7-4d7a-a120-74a0802f03c1,KATUSDT,0.13731504,0.257064,V17_NATIVE_STOP,1.199857,0.2149,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
0f675e44-1048-4413-9d0e-956187553ae8,PHAROSUSDT,4.6123925,4.735,V17_NATIVE_STOP,5.538922,3.967066,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
3a762261-6a75-49da-ae6c-acd557336658,RAYSOLUSDT,2.61364238,2.7351,V17_NATIVE_STOP,3.873009,2.317427,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
bd5fd912-d1c4-4e2d-acee-5cffd3ca8174,RAYSOLUSDT,0.08678753,0.1694,V17_NATIVE_STOP,1.690098,0.207421,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
10152f01-56f7-42ff-a540-9eeeb4682112,BRUSDT,5.7315472,5.85462,V17_NATIVE_STOP,6.510256,4.915623,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
88581d47-ce3a-4375-a58b-953d99553348,GRASSUSDT,0.07665363,0.1968,V17_NATIVE_STOP,1.311475,0.218579,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
b0d5f8c9-6a3c-4293-9acb-07fa48d21f0c,VVVUSDT,0.09982127,0.22027,V17_NATIVE_STOP,1.795135,0.200451,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
73b8ce8d-3495-4710-8def-8af909b060ec,TRUTHUSDT,1.14259591,1.2633,V17_NATIVE_STOP,2.405836,1.206425,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
0ab82c1a-4e97-461a-b10d-e855ead6af43,IOSTUSDT,-3.15840087,-3.0398573,V17_NATIVE_STOP,0.110506,-2.499452,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
882cf0c1-33cf-4285-a03a-ee1ca59af511,ATOMUSDT,1.089525,1.21016,V17_NATIVE_STOP,2.018163,1.009082,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
efcbe735-401e-4b7d-b4cb-e2bc107b0a4c,BRUSDT,1.34778793,1.46864,V17_NATIVE_STOP,3.092832,1.547348,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
38916c77-d7cb-4008-979e-6770707fa42f,XTZUSDT,0.15397532,0.27414,V17_NATIVE_STOP,1.903312,0.228397,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
6325cb07-66a2-4172-8e81-c341b39c96ca,BRUSDT,0.0941566,0.21455,V17_NATIVE_STOP,1.353506,0.203182,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
fa7eef80-8959-42a4-b1eb-be5be8382368,KATUSDT,-3.06923663,-2.951025,V17_NATIVE_STOP,0,-2.499161,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
ff3264de-f29f-4a8f-a52d-b18a615a94ec,BULLAUSDT,2.53282279,2.654237,V17_NATIVE_STOP,2.349982,1.175374,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
dd0bc203-41bd-4533-aac8-3226b7c35120,MAGMAUSDT,0.44918749,0.56963,V17_MOMENTUM_STALE,1.381909,-1.196452,,V17_MOMENTUM_STALE 사유로 원장상 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
366768f5-f0e1-4b8e-84d0-095c3a36e6c2,IOSTUSDT,-3.15131083,-3.0328779,V17_NATIVE_STOP,0,-2.498986,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
7e4193e6-9f2d-4f29-9fc4-b60416e13e49,EGLDUSDT,-0.50617024,-0.3861,V17_NATIVE_STOP,0.648743,-1.191802,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
69b72bbc-a2ab-4e5d-8627-8d8f81dac4c2,EDGEUSDT,-0.75419745,-0.6975,V17_NATIVE_STOP,0.195631,-1.190088,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
f312c31c-2ffe-4574-8522-97ab7319199f,VTHOUSDT,-3.41058054,-3.2923584,V17_NATIVE_STOP,0,-2.494081,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
0b406372-0eac-4051-a49b-9a9272da8959,ARXUSDT,1.2575664,1.3784,V17_NATIVE_STOP,2.376057,1.211958,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
1ebc72a5-f2b1-47a7-a1b6-9b63fc399cdd,BTRUSDT,-1.63701026,-1.51767,V17_NATIVE_STOP,1.391259,-1.189609,,거래소 native stop 체결로 실제 청산됨 | 관측 MFE +1% 이상/+2% 미만에서 R5는 -1.2% 위험축소까지만 허용,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
955a5ae8-7f52-49bc-a004-9e8cdb7456e4,BIRBUSDT,-3.11223116,-2.99371,V17_NATIVE_STOP,0,-2.487226,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
ff3348af-7710-4e29-80b4-04c487d17020,SAHARAUSDT,1.10103476,1.221666,V17_NATIVE_STOP,2.054104,1.027052,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
5e8b4ab9-6f65-4429-a655-e7323587d2f2,BTRUSDT,-1.67407859,-1.55475,V17_NATIVE_STOP,0.430953,-1.186269,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
850743bc-9e53-41d4-816e-1dc0ff1d9dbe,VTHOUSDT,-1.5875279,-1.4682549,V17_NATIVE_STOP,0,-1.198617,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
34797278-e69d-424f-a076-d9b080a4b8fb,VETUSDT,-0.86899121,-0.74935,V17_NATIVE_STOP,0.424575,-1.198801,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
6585fb68-1c0e-4b53-a9eb-79ef61670fce,BTRUSDT,-0.81915624,-0.775,V17_NATIVE_STOP,0.771713,-1.192648,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
a4fb6103-9da5-4267-9cda-8a1522838868,REZUSDT,11.78676592,11.912649,V17_NATIVE_STOP,11.631864,9.983608,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
e4791d73-cc13-4121-a37d-449f75cefb8f,REZUSDT,3.90295351,4.024875,V17_NATIVE_STOP,4.860365,3.3029,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
088974c6-5b4c-4927-ac70-786b415ca96e,BULLAUSDT,5.33456646,5.457404,V17_NATIVE_STOP,6.167714,4.575534,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
6d21aa64-5209-4072-bf98-80a660c3f8f1,ARXUSDT,-1.5714996,-1.452,V17_NATIVE_STOP,1.268116,-1.147343,,거래소 native stop 체결로 실제 청산됨 | 관측 MFE +1% 이상/+2% 미만에서 R5는 -1.2% 위험축소까지만 허용,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
ab302be7-1716-4701-b0a3-2a776d1dc76b,BULLAUSDT,1.34835864,1.469071,V17_NATIVE_STOP,2.678023,1.339014,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,RSI>=70 일괄 금지의 수익 반례,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
0949f943-faf1-4c49-bc9c-361c36dbe255,ARXUSDT,-3.3675795,-3.249,V17_NATIVE_STOP,0,-2.473295,,거래소 native stop 체결로 실제 청산됨,,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
9cba68d6-c8a2-427b-bafc-b4830dfb9652,EGLDUSDT,-1.6523964,-1.5328,V17_NATIVE_STOP,1.785103,-1.196051,,거래소 native stop 체결로 실제 청산됨 | 관측 MFE +1% 이상/+2% 미만에서 R5는 -1.2% 위험축소까지만 허용,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
0f97792a-a669-41d6-87fd-bcc807f1ec81,ZESTUSDT,-1.36302176,-1.26553,V17_NATIVE_STOP,3.141437,1.599539,,거래소 native stop 체결로 실제 청산됨,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
94d5753c-365d-4eac-a1e2-224770111ad1,ANIMEUSDT,-1.1930929,-1.073531,V17_NATIVE_STOP,1.889532,-1.175026,,거래소 native stop 체결로 실제 청산됨 | 관측 MFE +1% 이상/+2% 미만에서 R5는 -1.2% 위험축소까지만 허용,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
ecf3660c-74c4-499b-992c-85496abaf81b,CKBUSDT,-1.58581398,-1.4665155,V17_NATIVE_STOP,1.727334,-1.196495,,거래소 native stop 체결로 실제 청산됨 | 관측 MFE +1% 이상/+2% 미만에서 R5는 -1.2% 위험축소까지만 허용,더 빠른 실제 bid/VWAP 관측이 이익 반납을 줄일 가능성,근본적인 시장 방향 원인; 당시 수량별 매도 VWAP와 연속 L2; 후보 주문 ACK 전 실현 가능 가격,,MECHANISM_CONFIRMED_PREDICTIVE_CAUSE_NOT_CONFIRMED
